Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Single Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Double Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Clay
appliedenergistics2:facade:0, Cable Facade - Single Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Single Compressed Flint
appliedenergistics2:facade:0, Cable Facade - Double Compressed Flint
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Flint
appliedenergistics2:facade:0, Cable Facade - Single Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Single Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed Soul Sand
appliedenergistics2:facade:0, Cable Facade - Single Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Nonuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Decuple Compressed End Stone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Wheat
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Wheat
appliedenergistics2:facade:0, Cable Facade - Single Compressed Potatoes
appliedenergistics2:facade:0, Cable Facade - Double Compressed Potatoes
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Potatoes
appliedenergistics2:facade:0, Cable Facade - Single Compressed Carrots
appliedenergistics2:facade:0, Cable Facade - Double Compressed Carrots
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Carrots
appliedenergistics2:facade:0, Cable Facade - Double Compressed Melon
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Melon
appliedenergistics2:facade:0, Cable Facade - Single Compressed Apples
appliedenergistics2:facade:0, Cable Facade - Double Compressed Apples
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Apples
appliedenergistics2:facade:0, Cable Facade - Single Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Sugar Cane
appliedenergistics2:facade:0, Cable Facade - Double Compressed Nether Wart
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Nether Wart
appliedenergistics2:facade:0, Cable Facade - Single Compressed Porkchop
appliedenergistics2:facade:0, Cable Facade - Double Compressed Porkchop
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Porkchop
appliedenergistics2:facade:0, Cable Facade - Single Compressed Beef
appliedenergistics2:facade:0, Cable Facade - Double Compressed Beef
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Beef
appliedenergistics2:facade:0, Cable Facade - Single Compressed Chicken
appliedenergistics2:facade:0, Cable Facade - Double Compressed Chicken
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Chicken
appliedenergistics2:facade:0, Cable Facade - Single Compressed Fish
appliedenergistics2:facade:0, Cable Facade - Double Compressed Fish
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Fish
appliedenergistics2:facade:0, Cable Facade - Single Compressed Rotten Flesh
appliedenergistics2:facade:0, Cable Facade - Double Compressed Rotten Flesh
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Rotten Flesh
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Rotten Flesh
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Rotten Flesh
appliedenergistics2:facade:0, Cable Facade - Single Compressed Bones
appliedenergistics2:facade:0, Cable Facade - Double Compressed Bones
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Bones
appliedenergistics2:facade:0, Cable Facade - Single Compressed Spider Eyes
appliedenergistics2:facade:0, Cable Facade - Double Compressed Spider Eyes
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Spider Eyes
appliedenergistics2:facade:0, Cable Facade - Single Compressed Feathers
appliedenergistics2:facade:0, Cable Facade - Double Compressed Feathers
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Feathers
appliedenergistics2:facade:0, Cable Facade - Single Compressed Leather
appliedenergistics2:facade:0, Cable Facade - Double Compressed Leather
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Leather
appliedenergistics2:facade:0, Cable Facade - Single Compressed Blaze
appliedenergistics2:facade:0, Cable Facade - Double Compressed Blaze
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Blaze
appliedenergistics2:facade:0, Cable Facade - Single Compressed Ender Pearl
appliedenergistics2:facade:0, Cable Facade - Double Compressed Ender Pearl
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Ender Pearl
appliedenergistics2:facade:0, Cable Facade - Single Compressed Gunpowder
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gunpowder
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Gunpowder
appliedenergistics2:facade:0, Cable Facade - Single Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Sugar
appliedenergistics2:facade:0, Cable Facade - Single Compressed Eggs
appliedenergistics2:facade:0, Cable Facade - Double Compressed Eggs
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Eggs
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Eggs
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Eggs
appliedenergistics2:facade:0, Cable Facade - Single Compressed Wood
appliedenergistics2:facade:0, Cable Facade - Double Compressed Wood
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Wood
appliedenergistics2:facade:0, Cable Facade - Double Compressed Coal
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Coal
appliedenergistics2:facade:0, Cable Facade - Single Compressed Charcoal
appliedenergistics2:facade:0, Cable Facade - Double Compressed Charcoal
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Charcoal
appliedenergistics2:facade:0, Cable Facade - Double Compressed Iron
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Iron
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gold
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Gold
appliedenergistics2:facade:0, Cable Facade - Double Compressed Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Lapis Lazuli
appliedenergistics2:facade:0, Cable Facade - Double Compressed Redstone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Redstone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Diamond
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Diamond
appliedenergistics2:facade:0, Cable Facade - Double Compressed Emerald
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Emerald
appliedenergistics2:facade:0, Cable Facade - Block of Nether Star
appliedenergistics2:facade:0, Cable Facade - Block of Cookies
appliedenergistics2:facade:0, Cable Facade - Block of Bread
appliedenergistics2:facade:0, Cable Facade - Double Compressed Slime
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Slime
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - tile.compressed.dyewhite.name
appliedenergistics2:facade:0, Cable Facade - Enchanted Soil
appliedenergistics2:facade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Nether Black Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Charged Certus Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - End Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Nether Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Soundproofing
appliedenergistics2:facade:0, Cable Facade - Shearing Block
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Lead Block
appliedenergistics2:facade:0, Cable Facade - Silver Block
appliedenergistics2:facade:0, Cable Facade - Dawnstone Block
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Lead Ore
appliedenergistics2:facade:0, Cable Facade - Silver Ore
appliedenergistics2:facade:0, Cable Facade - Caminite Bricks
appliedenergistics2:facade:0, Cable Facade - Ashen Stone
appliedenergistics2:facade:0, Cable Facade - Ashen Brick
appliedenergistics2:facade:0, Cable Facade - Ashen Tile
appliedenergistics2:facade:0, Cable Facade - Archaic Bricks
appliedenergistics2:facade:0, Cable Facade - Archaic Edge
appliedenergistics2:facade:0, Cable Facade - Archaic Tile
appliedenergistics2:facade:0, Cable Facade - Ember Heat Lamp
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Sealed Planks
appliedenergistics2:facade:0, Cable Facade - Reinforced Sealed Planks
appliedenergistics2:facade:0, Cable Facade - Aluminium Block
appliedenergistics2:facade:0, Cable Facade - Aluminium Ore
appliedenergistics2:facade:0, Cable Facade - Bronze Block
appliedenergistics2:facade:0, Cable Facade - Electrum Block
appliedenergistics2:facade:0, Cable Facade - Nickel Block
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Tin Block
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Litherite
appliedenergistics2:facade:0, Cable Facade - Litherite Paver
appliedenergistics2:facade:0, Cable Facade - Litherite Bricks
appliedenergistics2:facade:0, Cable Facade - Litherite Tiles
appliedenergistics2:facade:0, Cable Facade - Erodium
appliedenergistics2:facade:0, Cable Facade - Erodium Paver
appliedenergistics2:facade:0, Cable Facade - Erodium Bricks
appliedenergistics2:facade:0, Cable Facade - Erodium Tiles
appliedenergistics2:facade:0, Cable Facade - Kyronite
appliedenergistics2:facade:0, Cable Facade - Kyronite Paver
appliedenergistics2:facade:0, Cable Facade - Kyronite Bricks
appliedenergistics2:facade:0, Cable Facade - Kyronite Tiles
appliedenergistics2:facade:0, Cable Facade - Pladium
appliedenergistics2:facade:0, Cable Facade - Pladium Paver
appliedenergistics2:facade:0, Cable Facade - Pladium Bricks
appliedenergistics2:facade:0, Cable Facade - Pladium Tiles
appliedenergistics2:facade:0, Cable Facade - Ionite
appliedenergistics2:facade:0, Cable Facade - Ionite Paver
appliedenergistics2:facade:0, Cable Facade - Ionite Bricks
appliedenergistics2:facade:0, Cable Facade - Ionite Tiles
appliedenergistics2:facade:0, Cable Facade - Aethium
appliedenergistics2:facade:0, Cable Facade - Aethium Paver
appliedenergistics2:facade:0, Cable Facade - Aethium Bricks
appliedenergistics2:facade:0, Cable Facade - Aethium Tiles
appliedenergistics2:facade:0, Cable Facade - Lonsdaleite
appliedenergistics2:facade:0, Cable Facade - Lonsdaleite Paver
appliedenergistics2:facade:0, Cable Facade - Lonsdaleite Bricks
appliedenergistics2:facade:0, Cable Facade - Lonsdaleite Tiles
appliedenergistics2:facade:0, Cable Facade - Mica
appliedenergistics2:facade:0, Cable Facade - Interconnect
appliedenergistics2:facade:0, Cable Facade - Cinnamon Wood
appliedenergistics2:facade:0, Cable Facade - Maple Wood
appliedenergistics2:facade:0, Cable Facade - Paperbark Wood
appliedenergistics2:facade:0, Cable Facade - Well
appliedenergistics2:facade:0, Cable Facade - Beehive
appliedenergistics2:facade:0, Cable Facade - Honey Block
appliedenergistics2:facade:0, Cable Facade - Honeycomb Block
appliedenergistics2:facade:0, Cable Facade - Pressed Wax Block
appliedenergistics2:facade:0, Cable Facade - Waxcomb Block
appliedenergistics2:facade:0, Cable Facade - Blank Box
appliedenergistics2:facade:0, Cable Facade - Storage Box
appliedenergistics2:facade:0, Cable Facade - Condensed Storage Box
appliedenergistics2:facade:0, Cable Facade - Super Storage Box
appliedenergistics2:facade:0, Cable Facade - Ultra Storage Box
appliedenergistics2:facade:0, Cable Facade - Hyper Storage Box
appliedenergistics2:facade:0, Cable Facade - Crafting Box
appliedenergistics2:facade:0, Cable Facade - Search Box
appliedenergistics2:facade:0, Cable Facade - Sorting Box
appliedenergistics2:facade:0, Cable Facade - Access Terminal
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Burnt Limestone
appliedenergistics2:facade:0, Cable Facade - Limestone Tiles
appliedenergistics2:facade:0, Cable Facade - Chalcopyrite Ore (Copper)
appliedenergistics2:facade:0, Cable Facade - Oil Source (Full)
appliedenergistics2:facade:0, Cable Facade - Copper Block
appliedenergistics2:facade:0, Cable Facade - Machine Block
appliedenergistics2:facade:0, Cable Facade - Support Column (Y axis)
appliedenergistics2:facade:0, Cable Facade - Pumpjack Pipe
appliedenergistics2:facade:0, Cable Facade - Treasure Chest
appliedenergistics2:facade:0, Cable Facade - Omega Dragon Egg
appliedenergistics2:facade:0, Cable Facade - Infinity Ore
appliedenergistics2:facade:0, Cable Facade - Fromunda Cheese
appliedenergistics2:facade:0, Cable Facade - Omega Ore
appliedenergistics2:facade:0, Cable Facade - Crate of Farm Goods
appliedenergistics2:facade:0, Cable Facade - Crate of Farm Goods
appliedenergistics2:facade:0, Cable Facade - Block of Fluix Crystal Blocks
appliedenergistics2:facade:0, Cable Facade - Compressed Block of Fluix Crystal Blocks
appliedenergistics2:facade:0, Cable Facade - Block of Certus Quartz Blocks
appliedenergistics2:facade:0, Cable Facade - Double Compressed Block of Certus Blocks
appliedenergistics2:facade:0, Cable Facade - Block of Leaves
appliedenergistics2:facade:0, Cable Facade - Compressed Block Of Leaves
appliedenergistics2:facade:0, Cable Facade - Booly Block
appliedenergistics2:facade:0, Cable Facade - Crystal Matrix Block
appliedenergistics2:facade:0, Cable Facade - Alien Technology
appliedenergistics2:facade:0, Cable Facade - Super Sponge
appliedenergistics2:facade:0, Cable Facade - Magmatic Sponge
appliedenergistics2:facade:0, Cable Facade - Lumicia Grass Block
appliedenergistics2:facade:0, Cable Facade - Lumicia Dirt
appliedenergistics2:facade:0, Cable Facade - Underground Leaves
appliedenergistics2:facade:0, Cable Facade - Underground Wood
appliedenergistics2:facade:0, Cable Facade - Underground Wood Planks
appliedenergistics2:facade:0, Cable Facade - Glacidus Portal Frame
appliedenergistics2:facade:0, Cable Facade - Frozen Antinatric Stone
appliedenergistics2:facade:0, Cable Facade - Thawed Antinatric Stone
appliedenergistics2:facade:0, Cable Facade - Frozen Antinatric Brick
appliedenergistics2:facade:0, Cable Facade - Thawed Antinatric Brick
appliedenergistics2:facade:0, Cable Facade - Crystal Block
appliedenergistics2:facade:0, Cable Facade - Glacidite Ore
appliedenergistics2:facade:0, Cable Facade - Eukeite Ore
appliedenergistics2:facade:0, Cable Facade - Crysium Ore
appliedenergistics2:facade:0, Cable Facade - Opesium Ore
appliedenergistics2:facade:0, Cable Facade - Pulsaton Ore
appliedenergistics2:facade:0, Cable Facade - Underground Bookshelf
appliedenergistics2:facade:0, Cable Facade - Underground Double Slab
appliedenergistics2:facade:0, Cable Facade - Frozen Antinatric Double Slab
appliedenergistics2:facade:0, Cable Facade - Thawed Antinatric Double Slab
appliedenergistics2:facade:0, Cable Facade - Frozen Antinatric Brick Double Slab
appliedenergistics2:facade:0, Cable Facade - Thawed Antinatric Brick Double Slab
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
